state	year	county	precinct	cd	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv
"AR"	2000	"Prairie County"	"14 So Roe Roe City"	1	28	53	82	52	29	81
"AR"	2000	"Prairie County"	"15 Union"	1	17	18	35	26	9	35
"AR"	2000	"Prairie County"	"16 Wattensaw City"	1	182	96	283	215	66	281
"AR"	2000	"Prairie County"	"17 Wattensaw Co"	1	78	155	234	139	94	233
"AR"	2000	"Prairie County"	"18 White River City Ward 1"	1	98	67	172	142	39	181
"AR"	2000	"Prairie County"	"19 White River City Ward 2"	1	107	98	213	146	67	213
"AR"	2000	"Prairie County"	"20 White River City Ward 3"	1	95	116	224	158	61	219
"AR"	2000	"Prairie County"	"21 White River Co"	1	78	111	191	126	59	185
"AR"	2000	"Prairie County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Pulaski County"	"239H/298A 1st BAPTIST (Sherwood)"	2	445	632	1106	559	529	1088
"AR"	2000	"Pulaski County"	"239C / 299E INDIANHEAD LAKE BAPTIST"	2	427	509	954	504	436	940
"AR"	2000	"Pulaski County"	"149F / 149H JACKSONVILLE B & G CLUB"	2	664	477	1171	780	379	1159
"AR"	2000	"Pulaski County"	"097H SHERMAN PARK REC. CTR."	2	504	22	527	497	18	515
"AR"	2000	"Pulaski County"	"098D HARRIS ELEMENTARY SCHOOL"	2	504	78	590	506	74	580
"AR"	2000	"Pulaski County"	"098E WILLOW HOUSE"	2	387	86	479	403	68	471
"AR"	2000	"Pulaski County"	"098F NORTH LITTLE ROCK CITY HALL"	2	359	45	414	358	43	401
"AR"	2000	"Pulaski County"	"098G / 908N / 998P / 998Q MEADOW PARK ELEMENTARY"	2	624	143	783	630	128	758
"AR"	2000	"Pulaski County"	"098I PULASKI COUNTY ADULT ED. CENTER"	2	253	157	417	269	140	409
"AR"	2000	"Pulaski County"	"098J ROSE CITY COMM. CENTER"	2	460	212	685	507	168	675
"AR"	2000	"Pulaski County"	"039A / 098K / 099B / 299D BEREA BAPTIST CHURCH"	2	335	115	458	364	85	449
"AR"	2000	"Pulaski County"	"125I / 725B / 735A HENDERSON UMC"	2	653	902	1592	760	811	1571
"AR"	2000	"Pulaski County"	"120A/128K/408A/408B BAPTIST CHURCH-MAUMELLE"	2	507	1003	1541	569	953	1522
"AR"	2000	"Pulaski County"	"135K / 155A CHENAL VALLEY CHURCH"	2	235	512	757	299	454	753
"AR"	2000	"Pulaski County"	"135C / 135D LAKE MAUMELLE V.F.D."	2	235	375	624	293	319	612
"AR"	2000	"Pulaski County"	"135A / 135B / 135E WINFIELD UMC"	2	298	617	935	380	540	920
"AR"	2000	"Pulaski County"	"135F C.A. VINES 4-H CENTER"	2	244	462	719	285	422	707
"AR"	2000	"Pulaski County"	"135G HIGHLAND VALLEY UMC"	2	629	1173	1812	708	1093	1801
"AR"	2000	"Pulaski County"	"125H / 135H CRYSTAL HILL BAPTIST"	2	422	695	1155	496	640	1136
"AR"	2000	"Pulaski County"	"135J / 145A MAUMELLE ASSEMBLY OF GOD CHURCH"	2	237	402	652	262	386	648
"AR"	2000	"Pulaski County"	"139B / 149A BAYOU METO ELEMENTARY"	2	336	561	924	448	463	911
"AR"	2000	"Pulaski County"	"149C ST. STEPHENS EPISCOPAL CHURCH"	2	479	634	1145	652	469	1121
"AR"	2000	"Pulaski County"	"149D ST. JUDES CATHOLIC CHURCH"	2	400	494	917	492	416	908
"AR"	2000	"Pulaski County"	"149E 1ST PRESBYTERIAN CHURCH"	2	383	329	732	462	257	719
"AR"	2000	"Pulaski County"	"229B / 329J / 339K 1ST BAPTIST (GRAVEL RIDGE)"	2	547	772	1361	706	631	1337
"AR"	2000	"Pulaski County"	"239A REUTHER HALL / I.E.U. LOCAL"	2	462	641	1137	609	510	1119
"AR"	2000	"Pulaski County"	"229E S. HILLS COMM. CHURCH"	2	393	540	963	498	451	949
"AR"	2000	"Pulaski County"	"239F JACK EVANS SENIOR CITIZENS CENTER"	2	437	611	1066	550	497	1047
"AR"	2000	"Pulaski County"	"239G SHERWOOD REC. CENTER"	2	411	725	1168	542	607	1149
"AR"	2000	"Pulaski County"	"235A / 235B / 245A TRINITY ASSEMBLY OF GOD"	2	441	529	990	499	475	974
"AR"	2000	"Pulaski County"	"245G PROFESSOR PLAZA"	2	375	275	675	405	263	668
"AR"	2000	"Pulaski County"	"246B UNITARIAN UNIVERSALIST"	2	352	477	850	407	441	848
"AR"	2000	"Pulaski County"	"246C 2ND PRESBYTERIAN CHURCH"	2	423	550	998	464	528	992
"AR"	2000	"Pulaski County"	"246D ST. PAUL UMC"	2	379	394	798	456	334	790
"AR"	2000	"Pulaski County"	"245B / 246E GRACE PRESBYTERIAN CHURCH"	2	385	493	896	438	453	891
"AR"	2000	"Pulaski County"	"246H / 246I CAMMACK VILLAGE COMM. HALL"	2	465	435	925	531	386	917
"AR"	2000	"Pulaski County"	"246J WESTOVER HILLS PRESBYTERIAN"	2	587	463	1076	647	417	1064
"AR"	2000	"Pulaski County"	"246K L.R. FIRE STATION #10"	2	406	469	902	474	421	895
"AR"	2000	"Pulaski County"	"246L / 276A / 446A  UAW BUILDING"	2	453	366	849	502	332	834
"AR"	2000	"Pulaski County"	"275F / 445A / 445B / 455A / 475A ST. MARKS EPISCOPAL"	2	523	589	1149	594	536	1130
"AR"	2000	"Pulaski County"	"300B / 320A / 320D IMMACULATE HEART OF MARY"	2	395	460	891	481	389	870
"AR"	2000	"Pulaski County"	"320C / 320E OAK GROVE HIGH SCHOOL"	2	318	339	676	399	271	670
"AR"	2000	"Pulaski County"	"329F / 329G NORTHWOOD JR. HIGH"	2	519	769	1323	670	635	1305
"AR"	2000	"Pulaski County"	"329I GOOD SHEPHERD UMC"	2	241	374	630	322	301	623
"AR"	2000	"Pulaski County"	"335J  CHENAL REHAB & HEALTHCARE"	2	432	615	1071	481	581	1062
"AR"	2000	"Pulaski County"	"329H SYLVAN HILLS UMC"	2	207	266	486	259	225	484
"AR"	2000	"Pulaski County"	"349L ZION HILL BAPTIST"	2	321	561	905	423	458	881
"AR"	2000	"Pulaski County"	"335K / 355A TEMPLE BNAI ISRAEL"	2	334	769	1118	430	671	1101
"AR"	2000	"Pulaski County"	"355C/355D ANNUNCIATION GREEK ORTHODOX"	2	736	1050	1818	857	942	1799
"AR"	2000	"Pulaski County"	"355F PLEASANT VALLEY CHURCH OF CHRIST"	2	428	464	919	484	421	905
"AR"	2000	"Pulaski County"	"355G MARKHAM UMC"	2	417	376	809	460	343	803
"AR"	2000	"Pulaski County"	"355H L.R. ADVENTIST ACADEMY"	2	488	413	928	547	373	920
"AR"	2000	"Pulaski County"	"356B ST. JAMES UMC"	2	367	584	962	412	544	956
"AR"	2000	"Pulaski County"	"375I FAITH LUTHERAN CHURCH"	2	131	131	274	157	113	270
"AR"	2000	"Pulaski County"	"476F WOODRUFF ELEMENTARY SCHOOL"	2	472	161	679	529	141	670
"AR"	2000	"Pulaski County"	"408C / 408D BELWOOD ELEMENTARY"	2	440	381	841	507	322	829
"AR"	2000	"Pulaski County"	"408E / 418F / 420A AMBOY BAPTIST CHURCH"	2	362	382	758	434	319	753
"AR"	2000	"Pulaski County"	"408H HERITAGE  BOWKER CENTER"	2	357	93	464	360	90	450
"AR"	2000	"Pulaski County"	"408I BARING CROSS BAPTIST CHURCH"	2	262	87	360	283	73	356
"AR"	2000	"Pulaski County"	"408J BEREAN BAPTIST CHURCH"	2	584	464	1071	702	360	1062
"AR"	2000	"Pulaski County"	"408K / 428L ST. ANNE PARISH HALL"	2	492	633	1160	624	520	1144
"AR"	2000	"Pulaski County"	"508N 1ST UNITED METHODIST"	2	563	743	1338	686	630	1316
"AR"	2000	"Pulaski County"	"418G REORGANIZED CHURCH LDS"	2	366	245	633	407	219	626
"AR"	2000	"Pulaski County"	"428M / 518C / 529A INDIAN HILLS BAPTIST CHURCH"	2	569	837	1436	678	735	1413
"AR"	2000	"Pulaski County"	"475B/475H  FIRST CHRISTIAN CHURCH"	2	845	839	1721	975	729	1704
"AR"	2000	"Pulaski County"	"475I UNIV. PARK NAZARENE CHURCH"	2	528	188	739	558	172	730
"AR"	2000	"Pulaski County"	"476C PULASKI HEIGHTS UMC"	2	480	322	843	548	287	835
"AR"	2000	"Pulaski County"	"476D PULASKI HEIGHTS PRESBYTERIAN"	2	417	213	665	489	173	662
"AR"	2000	"Pulaski County"	"476E / 676E AMTRACK TRAIN STATION"	2	472	228	731	533	194	727
"AR"	2000	"Pulaski County"	"476G WOODLAWN BAPTIST"	2	362	238	637	425	205	630
"AR"	2000	"Pulaski County"	"476J / 486K ST. LUKE UMC"	2	490	275	791	529	256	785
"AR"	2000	"Pulaski County"	"518D NORTH HEIGHTS REC. CENTER"	2	290	242	544	343	196	539
"AR"	2000	"Pulaski County"	"518E CRESTWOOD ELEMENTARY"	2	244	302	561	280	270	550
"AR"	2000	"Pulaski County"	"518F CENTRAL BAPTIST CHURCH"	2	311	530	862	400	451	851
"AR"	2000	"Pulaski County"	"518H CROSSPOINT BAPTIST CHURCH"	2	382	336	733	418	303	721
"AR"	2000	"Pulaski County"	"518I PARK HILL CHRISTIAN"	2	345	297	665	410	247	657
"AR"	2000	"Pulaski County"	"518J LAKEWOOD UMC"	2	364	418	799	445	349	794
"AR"	2000	"Pulaski County"	"518K NLR HIGH SCHOOL/EAST CAMPUS"	2	222	277	514	278	232	510
"AR"	2000	"Pulaski County"	"518L TRINITY LUTHERAN"	2	443	520	1001	558	432	990
"AR"	2000	"Pulaski County"	"725A / 726D DAVID O. DODD ELEMENTARY"	2	433	243	684	462	218	680
"AR"	2000	"Pulaski County"	"535D / 565C GREEN MEMORIAL BAPTIST"	2	828	132	975	841	124	965
"AR"	2000	"Pulaski County"	"555A CHURCH OF CHRIST"	2	751	125	883	762	109	871
"AR"	2000	"Pulaski County"	"557K / 957E / 957M SOUTH LR COMM. CENTER"	2	575	9	587	559	18	577
"AR"	2000	"Pulaski County"	"565E LITTLE ROCK FIRE STATION #14"	2	511	126	645	535	104	639
"AR"	2000	"Pulaski County"	"566G / WESTERN HILLS UMC"	2	458	279	766	529	235	764
"AR"	2000	"Pulaski County"	"566H / 956F GEYER SPRINGS UMC"	2	477	175	669	508	157	665
"AR"	2000	"Pulaski County"	"566I LEWIS ST. CHURCH OF CHRIST"	2	234	38	276	233	40	273
"AR"	2000	"Pulaski County"	"567J COUNTY EXTENSION SERVICE"	2	543	17	566	546	16	562
"AR"	2000	"Pulaski County"	"587L / 687J BULLOCK TEMPLE CHURCH"	2	638	37	683	639	26	665
"AR"	2000	"Pulaski County"	"657H / 957B 1ST MISS. BAPTIST (CALHOUN)"	2	393	13	406	385	10	395
"AR"	2000	"Pulaski County"	"667I / 967D DUNBAR REC. CENTER"	2	1032	87	1151	1077	80	1157
"AR"	2000	"Pulaski County"	"687B FRANKLIN ELEMENTARY"	2	843	51	902	836	45	881
"AR"	2000	"Pulaski County"	"687C HOOVER UMC"	2	618	22	643	614	18	632
"AR"	2000	"Pulaski County"	"687D IMMANUEL BAPTIST CHURCH"	2	379	18	399	371	18	389
"AR"	2000	"Pulaski County"	"687F / 967C ARKANSAS ARTS CENTER"	2	613	145	792	644	119	763
"AR"	2000	"Pulaski County"	"687K GREATER ARCHVIEW BAPTIST"	2	602	17	622	605	22	627
"AR"	2000	"Pulaski County"	"697G / 997A NATH. HILL COMM. COMP."	2	265	10	275	262	7	269
"AR"	2000	"Pulaski County"	"717I / 917B / 957G METROPOLITAN VO-TECH"	2	293	127	427	302	117	419
"AR"	2000	"Pulaski County"	"726E CLOVERDALE JR. HIGH"	2	391	183	585	428	152	580
"AR"	2000	"Pulaski County"	"726F MEADOWCLIFF ELEMENTARY"	2	462	326	805	528	264	792
"AR"	2000	"Pulaski County"	"726J MABELVALE UMC"	2	493	372	886	550	328	878
"AR"	2000	"Pulaski County"	"726K / 726L L.R. FIRE STATION #18"	2	345	269	629	363	260	623
"AR"	2000	"Pulaski County"	"756G / 757H WAKEFIELD ELEMENTARY"	2	672	226	923	702	209	911
"AR"	2000	"Pulaski County"	"816B ST. THERESAS CATHOLIC"	2	713	189	914	742	171	913
"AR"	2000	"Pulaski County"	"817C PARKVIEW CHRISTIAN"	2	624	199	834	647	180	827
"AR"	2000	"Pulaski County"	"817D BASELINE ELEMENTARY"	2	491	273	785	559	224	783
"AR"	2000	"Pulaski County"	"817E ARCH STREET VOL. FIRE DEPT."	2	469	599	1091	587	486	1073
"AR"	2000	"Pulaski County"	"817F / 957J MILLS HIGH SCHOOL"	2	613	247	876	661	201	862
"AR"	2000	"Pulaski County"	"817H NEW HAVEN UMC"	2	223	69	298	236	51	287
"AR"	2000	"Pulaski County"	"826A CORNERSTONE NAZARENE"	2	427	182	621	466	149	615
"AR"	2000	"Pulaski County"	"857G / 917A / 957L  WRIGHTSVILLE CITY HALL"	2	477	52	530	475	47	522
"AR"	2000	"Pulaski County"	"909M / 909N PLANTATION AGRI. MUSEUM"	2	297	312	630	350	263	613
"AR"	2000	"Pulaski County"	"135L / 145B GRACE CHURCH"	2	390	559	972	439	516	955
"AR"	2000	"Pulaski County"	"957H PILGRIMS REST BAPTIST"	2	330	22	356	336	20	356
"AR"	2000	"Pulaski County"	"957I   COLLEGE STATION COMM. CTR."	2	416	7	425	404	12	416
"AR"	2000	"Pulaski County"	"957K L.R. FIRE STATION #4"	2	265	153	427	290	132	422
"AR"	2000	"Pulaski County"	"335E LITTLE ROCK FIRE STATION #20"	2	411	668	1104	495	595	1090
"AR"	2000	"Pulaski County"	"565B SECOND BAPTIST CHURCH"	2	392	47	445	401	42	443
"AR"	2000	"Pulaski County"	"666A / 686A L.R. ADULT EDUCATION CENTER"	2	577	96	702	597	99	696
"AR"	2000	"Pulaski County"	"EARLY VOTE -PC  COURTHOUSE"	2	3488	1895	5484	3291	1627	4918
"AR"	2000	"Pulaski County"	"EARLY VOTE - WALKER TENNIS CENTER"	2	2318	1340	3743	2194	1132	3326
"AR"	2000	"Pulaski County"	"EARLY VOTE - SOUTHWEST RECREATION CENTER"	2	1361	718	2145	1277	652	1929
"AR"	2000	"Pulaski County"	"EARLY VOTE - HARVEST FOODS -- LITTLE ROCK"	2	1454	2626	4148	1461	2325	3786
"AR"	2000	"Pulaski County"	"EARLY VOTE - LAMAN LIBRARY"	2	1752	1468	3314	1726	1164	2890
"AR"	2000	"Pulaski County"	"EARLY VOTE - JACKSONVILLE CITY HALL"	2	901	965	1937	982	755	1737
"AR"	2000	"Pulaski County"	"EARLY VOTE - HARVEST FOODS--MAUMELLE"	2	933	1703	2684	984	1480	2464
"AR"	2000	"Pulaski County"	"EARLY VOTE - SHERWOOD JACK EVANS CENTER"	2	727	1050	1810	771	870	1641
"AR"	2000	"Pulaski County"	"ABSENTEE"	2	1799	1298	3149	1976	1097	3073
"AR"	2000	"Pulaski County"	"AUTHORIZED CHALLENGED/ OVERSEAS"	2	308	169	487	329	155	484
"AR"	2000	"Pulaski County"	"108L  1st UMC (MAUMELLE)"	2	260	527	813	323	477	800
"AR"	2000	"Randolph County"	"Early"	1	1058	804	1926	1171	761	1932
"AR"	2000	"Randolph County"	"Absentee"	1	217	169	396	257	137	394
"AR"	2000	"Randolph County"	"001 Baker and Dalton"	1	46	69	119	56	64	120
"AR"	2000	"Randolph County"	"002 Bristow"	1	28	13	42	30	12	42
"AR"	2000	"Randolph County"	"003 Butler and Spring River"	1	46	45	96	52	44	96
"AR"	2000	"Randolph County"	"004 Columbia"	1	71	109	187	83	102	185
"AR"	2000	"Randolph County"	"005 Current River"	1	75	57	137	86	50	136
"AR"	2000	"Randolph County"	"006 Elevenpoint and Water Valley"	1	50	65	119	56	67	123
"AR"	2000	"Randolph County"	"007 Foster and Ingram"	1	102	104	214	92	122	214
"AR"	2000	"Randolph County"	"008 Jackson"	1	32	24	57	38	18	56
"AR"	2000	"Randolph County"	"009 Janes Creek"	1	79	71	155	87	66	153
"AR"	2000	"Randolph County"	"010 Little Black"	1	67	72	142	68	72	140
"AR"	2000	"Randolph County"	"011 OKean and Wiley"	1	81	40	122	89	32	121
"AR"	2000	"Randolph County"	"012 Reyno"	1	110	57	170	123	48	171
"AR"	2000	"Randolph County"	"013 Richardson and Siloam"	1	175	116	305	202	102	305
"AR"	2000	"Randolph County"	"014 East Roanoke"	1	61	65	133	80	52	132
"AR"	2000	"Randolph County"	"015 West Roanoke"	1	95	114	215	114	104	218
"AR"	2000	"Randolph County"	"016 Running Lake"	1	39	24	63	43	20	63
"AR"	2000	"Randolph County"	"017 Shiloh"	1	84	86	175	94	79	173
"AR"	2000	"Randolph County"	"018 Union"	1	14	22	37	15	22	37
"AR"	2000	"Randolph County"	"019 Warm Springs"	1	17	48	70	24	43	67
"AR"	2000	"Randolph County"	"020 Ward One"	1	148	123	278	151	127	278
"AR"	2000	"Randolph County"	"021 Ward Two"	1	93	99	194	99	95	194
"AR"	2000	"Randolph County"	"022 Ward Three"	1	143	174	328	160	166	326
"AR"	2000	"Randolph County"	"023 Demun Rural"	1	88	103	197	96	102	198
"AR"	2000	"Randolph County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"St. Francis County"	"Early, Absentee, and Overseas Absentee"	1	1462	902	2388	1762	642	2404
"AR"	2000	"St. Francis County"	"01 Hughes Ward 1and 2"	1	316	78	395	331	63	394
"AR"	2000	"St. Francis County"	"03 Hughes Ward 3, Hughes Country, and Rawlison"	1	146	143	291	211	88	299
"AR"	2000	"St. Francis County"	"06 Heth and 07 Blackfish"	1	118	129	253	176	77	253
"AR"	2000	"St. Francis County"	"14 Madison City and 15 Madison Country"	1	246	27	276	262	19	281
"AR"	2000	"St. Francis County"	"16 Tuni and 17 Bonair"	1	97	131	228	136	96	232
"AR"	2000	"St. Francis County"	"18 Parrott and 19 Newcastle"	1	137	267	417	239	183	422
"AR"	2000	"St. Francis County"	"20 Colt City and 21 Colt Country"	1	123	187	314	190	131	321
"AR"	2000	"St. Francis County"	"22 Caldwell City and 23 Caldwell Country"	1	137	128	267	166	99	265
"AR"	2000	"St. Francis County"	"24 Courthouse East - S and 25 Courthouse East  - N"	1	55	124	182	90	90	180
"AR"	2000	"St. Francis County"	"26 Courthouse West"	1	87	67	155	111	45	156
"AR"	2000	"St. Francis County"	"27 Pine Tree"	1	70	58	128	84	47	131
"AR"	2000	"St. Francis County"	"28, 29, 30 Palestine City, and 31 Palestine Country"	1	214	220	436	256	168	424
"AR"	2000	"St. Francis County"	"32 Goodwin"	1	88	89	178	110	65	175
"AR"	2000	"St. Francis County"	"33 Wheatley City and 34 Wheatley Country"	1	68	114	186	105	76	181
"AR"	2000	"St. Francis County"	"35, 36, 37, 38, 67 Forrest City Ward 1"	1	528	7	536	518	27	545
"AR"	2000	"St. Francis County"	"39, 40, 41, 42, 43, 44, 45, 46, 47 Forrest City Ward 2"	1	389	107	500	410	95	505
"AR"	2000	"St. Francis County"	"48, 49, 50, 51, 52, 53, 54, 55 Forrest City Ward 3"	1	283	333	629	400	227	627
"AR"	2000	"St. Francis County"	"56,57,58,59,60,61,62,63,64,65,66 Forrest City Ward 4"	1	288	233	532	346	182	528
"AR"	2000	"St. Francis County"	"08, 9 Widener Co GE and GW, 10 Widener City ,12,13 Round Pon"	1	134	70	205	171	77	248
"AR"	2000	"Saline County"	"1-A"	2	176	210	401	218	163	381
"AR"	2000	"Saline County"	"1-B"	2	263	329	613	329	265	594
"AR"	2000	"Saline County"	"1-C"	2	180	218	417	251	157	408
"AR"	2000	"Saline County"	"2-A"	2	136	115	264	167	91	258
"AR"	2000	"Saline County"	"2-B"	2	82	78	163	94	62	156
"AR"	2000	"Saline County"	"2-C"	2	138	108	257	149	101	250
"AR"	2000	"Saline County"	"2-D"	2	210	19	239	203	23	226
"AR"	2000	"Saline County"	"3-A 3-B"	2	154	133	293	186	105	291
"AR"	2000	"Saline County"	"3-C"	2	95	75	176	116	57	173
"AR"	2000	"Saline County"	"3-D"	2	125	161	291	169	116	285
"AR"	2000	"Saline County"	"3-E"	2	279	423	722	366	348	714
"AR"	2000	"Saline County"	"4-A"	2	133	115	267	169	94	263
"AR"	2000	"Saline County"	"4-B"	2	111	90	210	137	73	210
"AR"	2000	"Saline County"	"4-C"	2	76	69	151	85	59	144
"AR"	2000	"Saline County"	"4-D"	2	60	60	126	68	51	119
"AR"	2000	"Saline County"	"5-A"	2	75	82	165	90	68	158
"AR"	2000	"Saline County"	"5-B"	2	332	505	864	438	405	843
"AR"	2000	"Saline County"	"5-C"	2	261	409	687	326	350	676
"AR"	2000	"Saline County"	"BANNER A & B"	2	566	1050	1668	749	864	1613
"AR"	2000	"Saline County"	"Bauxite"	2	135	143	291	155	84	239
"AR"	2000	"Saline County"	"Beaver"	2	333	532	907	374	417	791
"AR"	2000	"Saline County"	"Bryant-A"	2	119	183	307	129	142	271
"AR"	2000	"Saline County"	"Bryant-B"	2	167	300	481	204	216	420
"AR"	2000	"Saline County"	"Bryant-C"	2	160	190	373	185	118	303
"AR"	2000	"Saline County"	"Bryant-D"	2	502	906	1448	592	676	1268
"AR"	2000	"Saline County"	"Bryant-E"	2	80	113	202	88	64	152
"AR"	2000	"Saline County"	"BRYANT-F"	2	271	522	810	325	398	723
"AR"	2000	"Saline County"	"DYER A & B"	2	95	128	233	94	94	188
"AR"	2000	"Saline County"	"Fairplay"	2	211	385	629	327	278	605
"AR"	2000	"Saline County"	"Haskell-A"	2	159	141	318	196	113	309
"AR"	2000	"Saline County"	"Haskell-B"	2	267	282	583	356	211	567
"AR"	2000	"Saline County"	"Holland"	2	94	121	228	96	91	187
"AR"	2000	"Saline County"	"Hurricane-A"	2	123	174	314	134	131	265
"AR"	2000	"Saline County"	"Hurricane-B"	2	168	385	570	222	270	492
"AR"	2000	"Saline County"	"Jefferson"	2	51	47	104	50	31	81
"AR"	2000	"Saline County"	"Kentucky"	2	140	144	297	157	87	244
"AR"	2000	"Saline County"	"Liberty"	2	122	132	267	126	88	214
"AR"	2000	"Saline County"	"Marble"	2	683	1679	2410	654	1370	2024
"AR"	2000	"Saline County"	"Newcomb"	2	153	184	355	202	140	342
"AR"	2000	"Saline County"	"Otter-B"	2	150	256	413	171	181	352
"AR"	2000	"Saline County"	"Otter-C"	2	196	392	608	229	286	515
"AR"	2000	"Saline County"	"Otter-D"	2	266	361	652	277	278	555
"AR"	2000	"Saline County"	"Owen-A"	2	222	300	535	238	234	472
"AR"	2000	"Saline County"	"OWEN C & D"	2	311	499	837	385	373	758
"AR"	2000	"Saline County"	"SALEM A & C"	2	383	602	1024	456	435	891
"AR"	2000	"Saline County"	"SALEM-B"	2	273	433	730	317	308	625
"AR"	2000	"Saline County"	"SALEM-D"	2	166	286	474	201	214	415
"AR"	2000	"Saline County"	"SHANNON-A"	2	123	106	242	127	81	208
"AR"	2000	"Saline County"	"Shannon-B"	2	232	232	487	255	160	415
"AR"	2000	"Saline County"	"Shaw"	2	175	201	385	180	139	319
"AR"	2000	"Saline County"	"Smith"	2	94	178	289	114	129	243
"AR"	2000	"Saline County"	"Traskwood"	2	121	96	228	153	70	223
"AR"	2000	"Saline County"	"Union"	2	65	98	166	78	61	139
"AR"	2000	"Saline County"	"Overseas Absentees"	2	0	0	0	0	0	0
"AR"	2000	"Saline County"	"ABSENTEE"	2	279	390	688	358	318	676
"AR"	2000	"Saline County"	"EARLY"	2	2159	3247	5532	2569	2490	5059
"AR"	2000	"Scott County"	"Early & Absentee"	3	294	275	586			
"AR"	2000	"Scott County"	"01 Blackfork"	3	2	16	21			
"AR"	2000	"Scott County"	"02 Blansett"	3	21	29	50			
"AR"	2000	"Scott County"	"03 Brawley"	3	11	18	31			
"AR"	2000	"Scott County"	"04 Cauthron/Oliver"	3	28	34	63			
"AR"	2000	"Scott County"	"05 Cedar Creek"	3	22	19	41			
"AR"	2000	"Scott County"	"Coal & Lafayette"	3	40	56	100			
"AR"	2000	"Scott County"	"07 Denton 1/Denton 2"	3	37	82	124			
"AR"	2000	"Scott County"	"08 Hickman Rural West"	3	60	122	188			
"AR"	2000	"Scott County"	"09 Hickman Rural East"	3	92	209	312			
"AR"	2000	"Scott County"	"10 Hickman Ward 1"	3	150	187	348			
"AR"	2000	"Scott County"	"11 Hickman Ward 2"	3	76	164	249			
"AR"	2000	"Scott County"	"12 Hickman Ward 3"	3	111	204	328			
"AR"	2000	"Scott County"	"13 Hon"	3	33	62	98			
"AR"	2000	"Scott County"	"14 Hunt"	3	17	55	73			
"AR"	2000	"Scott County"	"15 James"	3	17	36	56			
"AR"	2000	"Scott County"	"16 Jones/Little Texas"	3	16	30	50			
"AR"	2000	"Scott County"	"17 Keener"	3	18	28	46			
"AR"	2000	"Scott County"	"18 LaFave"	3	20	34	55			
"AR"	2000	"Scott County"	"20 Lamb"	3	63	74	141			
"AR"	2000	"Scott County"	"21 Lewis 1"	3	77	175	252			
"AR"	2000	"Scott County"	"22 Lewis 2"	3	49	92	147			
"AR"	2000	"Scott County"	"23 Mill Creek"	3	36	85	127			
"AR"	2000	"Scott County"	"24 Mountain"	3	47	96	147			
"AR"	2000	"Scott County"	"25 Mt. Pleasant"	3	45	86	138			
"AR"	2000	"Scott County"	"26 Parks"	3	36	50	90			
"AR"	2000	"Scott County"	"Tate & Tomlinson"	3	26	81	120			
"AR"	2000	"Scott County"	"Overseas Absentees"	3	0	0	0			
"AR"	2000	"Searcy County"	"Early"	1	224	504	763	255	326	581
"AR"	2000	"Searcy County"	"Absentee"	1	111	157	275	124	106	230
"AR"	2000	"Searcy County"	"01 Bear Creek #4"	1	43	233	286	64	165	232
"AR"	2000	"Searcy County"	"02 Bear Creek #5"	1	68	159	233	84	108	192
"AR"	2000	"Searcy County"	"03 Bear Creek #6"	1	63	184	255	77	151	228
"AR"	2000	"Searcy County"	"04 Calf Creek"	1	59	81	151	58	58	116
"AR"	2000	"Searcy County"	"05 Long Creek"	1	46	152	211	50	121	171
"AR"	2000	"Searcy County"	"06 Mt. Pleasant"	1	58	136	213	77	100	177
"AR"	2000	"Searcy County"	"07 Oxley"	1	49	97	160	45	85	130
"AR"	2000	"Searcy County"	"08 Prairie"	1	44	143	203	51	83	134
"AR"	2000	"Searcy County"	"09 Red River"	1	48	75	126	38	65	103
"AR"	2000	"Searcy County"	"10 Rock Creek"	1	65	123	195	65	78	143
"AR"	2000	"Searcy County"	"11 Shady Grove"	1	28	34	66	38	21	59
"AR"	2000	"Searcy County"	"12 Spring"	1	73	106	189	95	66	161
"AR"	2000	"Searcy County"	"13 St. Joe"	1	49	112	174	44	74	118
"AR"	2000	"Searcy County"	"14 Tomahawk"	1	97	129	239	78	101	179
"AR"	2000	"Searcy County"	"15 Wileys Cove"	1	104	185	319	103	172	275
"AR"	2000	"Searcy County"	"Overseas Absentees"	1	0	0	0	0	0	0
"AR"	2000	"Sebastian County"	"Early Ft. Smith"	3	2814	4491	7456			
"AR"	2000	"Sebastian County"	"Early Greenwood"	3	1037	2203	3306			
"AR"	2000	"Sebastian County"	"Absentee Greenwood"	3	99	131	239			
"AR"	2000	"Sebastian County"	"Absentee Ft. Smith"	3	524	553	1110			
"AR"	2000	"Sebastian County"	"1-A"	3	213	160	391			
"AR"	2000	"Sebastian County"	"1-C & D"	3	237	252	514			
"AR"	2000	"Sebastian County"	"1-E"	3	98	115	219			
"AR"	2000	"Sebastian County"	"1-F & G"	3	260	385	665			
"AR"	2000	"Sebastian County"	"1-H"	3	157	207	375			
"AR"	2000	"Sebastian County"	"1-J"	3	120	79	220			
"AR"	2000	"Sebastian County"	"1-L"	3	178	210	404			
"AR"	2000	"Sebastian County"	"1-M & 4-I"	3	150	201	363			
"AR"	2000	"Sebastian County"	"1-O, 1-P & 4-E"	3	322	531	874			
