state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"SHELBY"	"SOUTHCREST BAPTIST CHURCH"	6		219	1307	1531	157	1356	1513	0	1365	1369			
"AL"	2004	"SHELBY"	"ST THOMAS CATHOLIC CHURCH .1"	6		279	1228	1520	226	1277	1504	0	1314	1330			
"AL"	2004	"SHELBY"	"ST THOMAS CATHOLIC CHURCH .2"	6		179	881	1068	147	902	1054	0	922	931			
"AL"	2004	"SHELBY"	"THE CHURCH AT BROOK HILLS .1"	6		177	780	963	130	819	950	0	837	843			
"AL"	2004	"SHELBY"	"THE CHURCH AT BROOK HILLS .2"	6		177	832	1015	130	867	1001	0	902	907			
"AL"	2004	"SHELBY"	"TURNER-HOLLIS A_ L_ POST .195"	6		51	217	270	45	225	270	0	228	229			
"AL"	2004	"SHELBY"	"UNIVERSITY BAPTIST CHURCH"	6		281	627	918	197	701	899	0	745	760			
"AL"	2004	"SHELBY"	"VALLEYDALE BAPTIST CHURCH .1"	6		290	1702	2007	204	1787	1992	0	1797	1806			
"AL"	2004	"SHELBY"	"VALLEYDALE BAPTIST CHURCH .2"	6		253	1602	1872	168	1678	1846	0	1677	1691			
"AL"	2004	"SHELBY"	"VANDIVER VOL_ FIRE DEPT_"	6		77	415	496	54	429	485	0	428	431			
"AL"	2004	"SHELBY"	"VINCENT CITY HALL"	6		361	687	1053	322	714	1039	0	733	741			
"AL"	2004	"SHELBY"	"WESTWOOD BAPTIST CHURCH .1"	6		362	1462	1841	285	1527	1815	0	1570	1585			
"AL"	2004	"SHELBY"	"WESTWOOD BAPTIST CHURCH .2"	6		371	1643	2032	296	1702	2004	0	1758	1779			
"AL"	2004	"SHELBY"	"WILSONVILLE UNITED METH CHURCH"	6		222	1102	1332	191	1131	1325	0	1146	1155			
"AL"	2004	"SHELBY"	"WILTON MUNICIPAL ANNEX"	6		119	205	328	110	211	321	0	217	219			
"AL"	2004	"ST CLAIR"	"ABSENTEE VOTERS"	4	6	138	606	757	117	613	730	12	58	70	0	555	565
"AL"	2004	"ST CLAIR"	"ASHVILLE NEW TOWN HALL"	4	6	453	912	1380	418	934	1353	10	20	30	0	912	921
"AL"	2004	"ST CLAIR"	"BRANCHVILLE-CUMBERLAND PRESBY_"	6		146	886	1042	127	902	1031	0	920	928			
"AL"	2004	"ST CLAIR"	"CHANDLER MTN COMMUNITY HOUSE"	4		10	131	142	9	129	138	7	130	137			
"AL"	2004	"ST CLAIR"	"COOK SPRINGS FIRE DEPARTMENT"	6		134	631	773	113	648	763	0	656	661			
"AL"	2004	"ST CLAIR"	"CROPWELL CIVIC CENTER .1"	6		245	936	1186	182	991	1175	0	999	1007			
"AL"	2004	"ST CLAIR"	"CROPWELL CIVIC CENTER .2"	6		126	486	615	105	505	611	0	511	515			
"AL"	2004	"ST CLAIR"	"EASONVILLE COOSA VALLEY SCH .1"	6		190	891	1087	140	935	1076	0	946	954			
"AL"	2004	"ST CLAIR"	"EASONVILLE COOSA VALLEY SCH .2"	6		139	606	750	115	629	746	0	646	654			
"AL"	2004	"ST CLAIR"	"EDEN OLD CITY HALL"	6		121	657	783	95	675	772	0	673	678			
"AL"	2004	"ST CLAIR"	"FAIRVIEW CHURCH"	6		27	87	114	21	93	114	0	90	91			
"AL"	2004	"ST CLAIR"	"FRIENDSHIP VOLUNTEER FIRE"	6		94	517	614	74	522	598	0	527	531			
"AL"	2004	"ST CLAIR"	"GREASY COVE"	4		15	97	112	19	93	113	18	94	112			
"AL"	2004	"ST CLAIR"	"GUM SPRINGS CHURCH"	4		36	159	196	31	164	195	30	164	194			
"AL"	2004	"ST CLAIR"	"MARGARET CITY HALL"	6		199	613	814	188	606	799	0	632	638			
"AL"	2004	"ST CLAIR"	"MOODY CIVIC CENTER .1"	6		146	1020	1170	135	1026	1163	0	1044	1057			
"AL"	2004	"ST CLAIR"	"MOODY CIVIC CENTER .2"	6		181	991	1174	158	1006	1167	0	1038	1049			
"AL"	2004	"ST CLAIR"	"MOODY CIVIC CENTER .3"	6		282	1659	1955	223	1707	1933	0	1727	1744			
"AL"	2004	"ST CLAIR"	"NEW LONDON FIRE HALL"	6		179	574	759	161	581	742	0	608	621			
"AL"	2004	"ST CLAIR"	"ODENVILLE AGING CENTER"	6		183	1357	1549	156	1370	1527	0	1394	1406			
"AL"	2004	"ST CLAIR"	"OLDHAM CHAPEL CHURCH ED_ BLDG_"	4		37	169	206	37	169	207	41	164	205			
"AL"	2004	"ST CLAIR"	"PELL CITY BRIDGE BUILDERS .1"	6		102	385	488	84	393	478	0	397	400			
"AL"	2004	"ST CLAIR"	"PELL CITY BRIDGE BUILDERS .2"	6		580	1324	1912	487	1389	1877	0	1432	1466			
"AL"	2004	"ST CLAIR"	"PINEDALE CIVIC CENTER"	6		64	344	414	57	348	406	0	352	356			
"AL"	2004	"ST CLAIR"	"POPLAR SPRINGS CHURCH"	4	6	62	190	256	56	194	251	43	171	214	0	24	25
"AL"	2004	"ST CLAIR"	"PRESCOTT COMMUNITY CENTER"	6		61	329	399	53	342	396	0	336	344			
"AL"	2004	"ST CLAIR"	"PROVISIONAL"	6		2	9	11	2	9	11	0	9	9			
"AL"	2004	"ST CLAIR"	"RAGLAND TOWN HALL"	6		304	731	1044	257	774	1031	0	787	793			
"AL"	2004	"ST CLAIR"	"RIVERSIDE CITY HALL"	6		203	654	866	177	667	845	0	683	690			
"AL"	2004	"ST CLAIR"	"SHOAL CREEK"	6		52	279	336	47	284	331	0	289	290			
"AL"	2004	"ST CLAIR"	"SLATE UNION CHURCH"	4		31	173	204	29	167	198	28	168	196			
"AL"	2004	"ST CLAIR"	"SPRINGVILLE ARMORY .1"	6		335	2148	2494	292	2166	2461	0	2198	2214			
"AL"	2004	"ST CLAIR"	"SPRINGVILLE ARMORY .2"	6		199	1260	1470	185	1272	1459	0	1299	1305			
"AL"	2004	"ST CLAIR"	"STEELE COMMUNITY CENTER"	4		136	535	680	131	542	673	136	526	665			
"AL"	2004	"ST CLAIR"	"WATTSVILLE FIRE DEPARTMENT"	6		164	636	808	134	657	795	0	637	645			
"AL"	2004	"ST CLAIR"	"WHITES CHAPEL CITY HALL"	6		45	378	425	42	379	422	0	389	391			
"AL"	2004	"ST CLAIR"	"WOLF CREEK FIRE DEPARTMENT"	6		35	140	176	35	140	175	0	141	141			
"AL"	2004	"SUMTER"	"Absentee"	7		387	96	486	373	106	479	431	51	482			
"AL"	2004	"SUMTER"	"District 1"	7		820	167	994	764	211	975	874	102	976			
"AL"	2004	"SUMTER"	"District 2"	7		886	224	1112	822	265	1087	959	130	1089			
"AL"	2004	"SUMTER"	"District 3"	7		828	109	941	753	156	909	829	89	918			
"AL"	2004	"SUMTER"	"District 4"	7		458	515	974	425	541	966	644	317	962			
"AL"	2004	"SUMTER"	"District 5"	7		679	209	891	628	265	893	774	117	891			
"AL"	2004	"SUMTER"	"District 6"	7		469	560	1035	418	601	1021	726	297	1023			
"AL"	2004	"TALLADEGA"	"ABSENTEE VOTERS"	3		194	557	757	162	580	743	173	572	745			
"AL"	2004	"TALLADEGA"	"B_N_ MABRA CENTER .1"	3		669	117	786	629	140	770	630	136	767			
"AL"	2004	"TALLADEGA"	"B_N_ MABRA CENTER .2"	3		1120	240	1367	1057	284	1341	1075	270	1345			
"AL"	2004	"TALLADEGA"	"B_N_ MABRA CENTER .3"	3		1	1	2	1	1	2	1	1	2			
"AL"	2004	"TALLADEGA"	"BEMISTON RECREATION CENTER"	3		69	282	354	51	297	348	63	287	350			
"AL"	2004	"TALLADEGA"	"BETHEL CHURCH"	3		394	112	516	382	131	514	387	125	513			
"AL"	2004	"TALLADEGA"	"CITY HALL - BON AIR"	3		116	215	332	97	230	328	94	233	327			
"AL"	2004	"TALLADEGA"	"CITY HALL - LINCOLN"	3		682	1267	1961	579	1343	1926	528	1400	1928			
"AL"	2004	"TALLADEGA"	"CITY HALL - OAK GROVE"	3		358	578	944	324	610	935	308	620	928			
"AL"	2004	"TALLADEGA"	"COUNTY LINE VOL FIRE DEPT_"	3		60	254	315	51	257	308	48	259	308			
"AL"	2004	"TALLADEGA"	"EASTABOGA CLUB HOUSE"	3		242	475	719	194	503	699	199	510	709			
"AL"	2004	"TALLADEGA"	"FIRE DEPARTMENT FAYETTEVILLE"	3		181	402	584	166	411	577	157	409	568			
"AL"	2004	"TALLADEGA"	"FIRE STATION - STEMLEY"	3		370	674	1052	328	706	1037	332	709	1043			
"AL"	2004	"TALLADEGA"	"GABLES CORNER - TALLADEGA"	3		118	94	213	106	99	205	109	100	209			
"AL"	2004	"TALLADEGA"	"IRONATON - FIRE HALL"	3		87	336	428	70	349	420	70	351	421			
"AL"	2004	"TALLADEGA"	"J_ CRAIG SMITH CMNTY CNTR .1"	3		887	952	1850	757	1070	1830	766	1063	1830			
"AL"	2004	"TALLADEGA"	"J_ CRAIG SMITH CMNTY CNTR .2"	3		740	1657	2415	640	1741	2387	623	1762	2388			
"AL"	2004	"TALLADEGA"	"J_ CRAIG SMITH CMNTY CNTR .3"	3		534	1273	1822	434	1364	1800	424	1375	1801			
"AL"	2004	"TALLADEGA"	"J_ CRAIG SMITH CMNTY CNTR .4"			0	0	0	0	0	0						
"AL"	2004	"TALLADEGA"	"KINGSTON BAPTIST"	3		189	121	310	179	129	309	177	134	311			
"AL"	2004	"TALLADEGA"	"MUNFORD FIRE HALL"	3		479	1042	1534	406	1095	1502	415	1096	1513			
"AL"	2004	"TALLADEGA"	"NATIONAL GUARD ARMORY .1"	3		236	367	606	201	391	592	219	382	601			
"AL"	2004	"TALLADEGA"	"NATIONAL GUARD ARMORY .2"	3		282	355	639	241	386	627	247	383	632			
"AL"	2004	"TALLADEGA"	"NATIONAL GUARD ARMORY .3"	3		1	1	3	2	0	2	2	0	2			
"AL"	2004	"TALLADEGA"	"NUTRITION CENTER- SYCAMORE"	3		172	252	428	154	271	425	150	273	423			
"AL"	2004	"TALLADEGA"	"OLD SILVER RUN SCHOOL"	3		440	1329	1784	367	1392	1761	367	1396	1765			
"AL"	2004	"TALLADEGA"	"PROVISIONAL"	3		1	5	6	1	5	6	1	5	6			
"AL"	2004	"TALLADEGA"	"R_S_ LIMBAUGH COMM CENTER .1"	3		413	807	1230	345	872	1217	367	854	1223			
"AL"	2004	"TALLADEGA"	"R_S_ LIMBAUGH COMM CENTER .2"	3		552	679	1240	501	727	1229	518	703	1223			
"AL"	2004	"TALLADEGA"	"RENFROE FIRE HALL"	3		203	504	710	177	528	706	178	522	701			
"AL"	2004	"TALLADEGA"	"SPRING ST_ COMMUNITY CENTER .1"	3		278	741	1026	218	790	1008	223	786	1010			
"AL"	2004	"TALLADEGA"	"SPRING ST_ COMMUNITY CENTER .2"	3		309	1043	1358	222	1106	1331	243	1087	1332			
"AL"	2004	"TALLADEGA"	"SPRING ST_ COMMUNITY CENTER .3"			0	0	0	0	0	0						
"AL"	2004	"TALLADEGA"	"ST_ ANDREWS METHODIST CHURCH"	3		90	403	495	64	427	491	73	416	489			
"AL"	2004	"TALLADEGA"	"TALLADEGA COUNTY CENTRAL H_S_"	3		189	55	246	184	55	239	187	55	242			
"AL"	2004	"TALLADEGA"	"VOL FIRE DEPARTMENT - LAY LAKE"	3		67	371	441	58	376	434	62	367	429			
"AL"	2004	"TALLADEGA"	"WALDO FIRE HALL"	3		105	198	303	90	200	291	101	191	293			
"AL"	2004	"TALLADEGA"	"WINTERBORO VOLUNTEER FIRE DEPT"	3		546	572	1122	486	622	1108	492	621	1115			
"AL"	2004	"TALLAPOOSA"	"A/C HOUSING AUTHORITY"	3		272	336	613	241	361	603	257	350	607			
"AL"	2004	"TALLAPOOSA"	"ABSENTEE VOTERS"	3		159	434	594	142	433	578	160	416	578			
"AL"	2004	"TALLAPOOSA"	"ALEX CITY FIRE STATION LK HILL"	3		180	736	918	128	775	905	151	759	910			
"AL"	2004	"TALLAPOOSA"	"ALEX CITY NTL GUARD ARMORY .1"	3		204	785	999	161	825	989	189	798	990			
"AL"	2004	"TALLAPOOSA"	"ALEX CITY NTL GUARD ARMORY .2"	3		190	743	938	133	783	919	160	761	921			
"AL"	2004	"TALLAPOOSA"	"BUTTSTON VOL_ FIRE"	3		72	121	193	65	124	189	80	108	189			
"AL"	2004	"TALLAPOOSA"	"CAMP HILL CITY HALL .1"	3		325	74	399	314	83	397	322	76	399			
"AL"	2004	"TALLAPOOSA"	"CAMP HILL CITY HALL .2"	3		253	42	296	239	52	291	240	52	292			
"AL"	2004	"TALLAPOOSA"	"CHURCHHILL VOTING HOUSE"	3		41	60	102	35	60	95	41	55	96			
"AL"	2004	"TALLAPOOSA"	"COOPER COMM_ CENTER .1"	3		45	196	242	36	203	239	36	202	238			
"AL"	2004	"TALLAPOOSA"	"COOPER COMM_ CENTER .2"	3		903	386	1294	806	446	1253	819	440	1259			
"AL"	2004	"TALLAPOOSA"	"COWPENS VOTING HOUSE"	3		69	311	381	54	312	367	64	303	367			
"AL"	2004	"TALLAPOOSA"	"DADEVILLE NATIONAL GUARD .1"	3		327	391	722	280	420	701	320	385	706			
"AL"	2004	"TALLAPOOSA"	"DADEVILLE NATIONAL GUARD .2"	3		284	319	606	261	334	595	288	308	596			
"AL"	2004	"TALLAPOOSA"	"DAVISTON COMMUNITY CENTER"	3		73	192	269	43	204	247	66	185	251			
"AL"	2004	"TALLAPOOSA"	"EAGLE CREEK VOTING HOUSE"	3		41	167	210	33	175	208	47	163	210			
"AL"	2004	"TALLAPOOSA"	"HACKNEYVILLE VFD"	3		63	522	589	52	517	569	74	494	569			
"AL"	2004	"TALLAPOOSA"	"HILLABEE ROAD VOTING HOUSE .1"	3		102	813	919	79	823	904	101	804	905			
"AL"	2004	"TALLAPOOSA"	"HILLABEE ROAD VOTING HOUSE .2"	3		135	314	451	113	323	437	125	314	440			
"AL"	2004	"TALLAPOOSA"	"JACKSONS GAP VFD"	3		256	821	1084	195	849	1046	209	843	1052			
"AL"	2004	"TALLAPOOSA"	"MANOY VOTING HOUSE"	3		156	678	846	108	719	827	154	672	827			
"AL"	2004	"TALLAPOOSA"	"MARYS CROSS ROADS VOTING HOUSE"	3		143	94	239	125	105	231	142	94	236			
"AL"	2004	"TALLAPOOSA"	"NEW PACES PT VOL_ FIRE DEPT_"	3		191	738	935	154	771	925	211	715	926			
"AL"	2004	"TALLAPOOSA"	"NEW SITE TOWN HALL"	3		98	460	561	81	446	528	105	441	546			
"AL"	2004	"TALLAPOOSA"	"OURTOWN FIRE STATION"	3		108	584	704	85	603	688	111	581	695			
"AL"	2004	"TALLAPOOSA"	"PROVISIONAL"	3		2	14	16	3	13	16	3	13	16			
"AL"	2004	"TALLAPOOSA"	"REELTOWN FIRE DEPARTMENT"	3		160	716	879	125	733	859	166	700	866			
"AL"	2004	"TALLAPOOSA"	"SARDIS COMMUNITY BLDG_"	3		93	167	260	86	161	247	94	151	245			
"AL"	2004	"TALLAPOOSA"	"TALLASSEE COMMUNITY LIBRARY"	3		114	528	646	91	547	638	135	497	635			
"AL"	2004	"TALLAPOOSA"	"UNION COMMUNITY BUILDING"	3		78	414	494	64	428	492	74	418	492			
"AL"	2004	"TALLAPOOSA"	"WALL STREET COMMUNITY CENTER"	3		314	236	553	295	247	544	303	243	546			
"AL"	2004	"TUSCALOOSA"	"ABERNANT BAPTIST CHURCH"	7		126	467	605	117	479	597	205	388	594			
"AL"	2004	"TUSCALOOSA"	"ABSENTEE #1"	6	7	345	593	946	272	649	921	0	291	298	288	237	525
"AL"	2004	"TUSCALOOSA"	"ABSENTEE #2"	6	7	338	595	948	261	661	923	0	276	279	323	242	565
"AL"	2004	"TUSCALOOSA"	"ANTIOCH BAPTIST CHURCH"	6		31	113	146	23	120	143	0	123	123			
"AL"	2004	"TUSCALOOSA"	"BIG SANDY BAPTIST #1"	7		178	344	529	155	367	522	274	241	515			
"AL"	2004	"TUSCALOOSA"	"BIG SANDY BAPTIST #2"	7		415	743	1165	344	807	1151	585	543	1128			
"AL"	2004	"TUSCALOOSA"	"BROOKWOOD TOWN HALL"	6		234	686	924	164	752	919	0	765	776			
"AL"	2004	"TUSCALOOSA"	"BUHL VFD"	6		40	296	338	32	299	331	0	282	283			
"AL"	2004	"TUSCALOOSA"	"CARROLLS CREEK VFD #1 - #1"	6		204	977	1190	126	1041	1168	0	1004	1011			
"AL"	2004	"TUSCALOOSA"	"CARROLLS CREEK VFD #1 - #2"	6		135	741	886	83	788	872	0	756	758			
"AL"	2004	"TUSCALOOSA"	"CARROLLS CREEK VFD #2"	6		149	610	761	103	642	745	0	611	619			
"AL"	2004	"TUSCALOOSA"	"CHAPEL HILL BAPTIST #1"	6		36	132	171	25	143	168	0	138	139			
"AL"	2004	"TUSCALOOSA"	"CHAPEL HILL BAPTIST #2"	6		240	721	965	191	765	956	0	728	735			
"AL"	2004	"TUSCALOOSA"	"COALING TOWN HALL"	7		288	905	1202	231	958	1189	506	655	1162			
"AL"	2004	"TUSCALOOSA"	"COKER VFD"	6		123	527	655	83	559	642	0	541	545			
"AL"	2004	"TUSCALOOSA"	"COTTONDALE COMM CHURCH #1"	7		72	181	254	51	196	247	103	140	243			
"AL"	2004	"TUSCALOOSA"	"COTTONDALE COMM CHURCH #2"	7		354	958	1327	273	1030	1305	545	726	1274			
"AL"	2004	"TUSCALOOSA"	"COTTONDALE METHODIST CHURCH #1"	7		107	372	482	89	391	480	177	291	468			
"AL"	2004	"TUSCALOOSA"	"COTTONDALE METHODIST CHURCH #2"	7		93	394	491	76	407	483	166	302	469			
"AL"	2004	"TUSCALOOSA"	"DUNCANVILLE VFD #1"	7		365	1098	1474	295	1169	1464	619	791	1412			
"AL"	2004	"TUSCALOOSA"	"DUNCANVILLE VFD #2"	7		47	160	209	38	167	205	78	126	204			
"AL"	2004	"TUSCALOOSA"	"ECHOLA VFD"	6		33	181	217	21	193	214	0	183	183			
"AL"	2004	"TUSCALOOSA"	"ELROD VFD"	6		48	153	202	40	160	200	0	156	159			
"AL"	2004	"TUSCALOOSA"	"FLATWOODS ELEMENTARY SCHOOL #1"			0	0	0	0	0	0						
"AL"	2004	"TUSCALOOSA"	"FLATWOODS ELEMENTARY SCHOOL #2"	7		490	1097	1594	401	1170	1572	695	820	1517			
"AL"	2004	"TUSCALOOSA"	"FORREST LAKE METHODIST #1"	7		285	460	756	204	516	720	383	327	710			
"AL"	2004	"TUSCALOOSA"	"FORREST LAKE METHODIST #2"	7		56	63	120	39	79	118	70	45	115			
"AL"	2004	"TUSCALOOSA"	"FOSTERS VFD"	7		315	436	755	263	475	739	414	313	728			
"AL"	2004	"TUSCALOOSA"	"HAGLER VFD"	7		26	163	193	19	169	189	72	112	184			
"AL"	2004	"TUSCALOOSA"	"HAYFIELD FIRE"	6		28	71	99	16	80	96	0	80	80			
"AL"	2004	"TUSCALOOSA"	"HILLCREST HIGH SCHOOL #1"	7		203	666	874	160	708	868	355	486	842			
"AL"	2004	"TUSCALOOSA"	"HILLCREST HIGH SCHOOL #2"	7		422	1040	1468	339	1109	1449	669	729	1398			
"AL"	2004	"TUSCALOOSA"	"HILLCREST HIGH SCHOOL #3"	7		407	1030	1445	322	1102	1424	670	718	1390			
"AL"	2004	"TUSCALOOSA"	"HOLT ELEMENTARY #1"	7		453	261	721	392	314	706	511	191	702			
"AL"	2004	"TUSCALOOSA"	"HOLT ELEMENTARY #2"	7		531	309	843	456	371	827	587	234	821			
"AL"	2004	"TUSCALOOSA"	"JAYCEE PARK #1"	7		719	711	1444	572	846	1419	908	487	1395			
"AL"	2004	"TUSCALOOSA"	"JAYCEE PARK #2"	7		503	475	987	416	556	973	619	330	950			
"AL"	2004	"TUSCALOOSA"	"JAYCEE PARK #3"	7		7	7	14	7	7	14	12	1	13			
"AL"	2004	"TUSCALOOSA"	"LAKEVIEW FIRE #1"	7		238	1271	1518	187	1314	1501	384	1081	1466			
"AL"	2004	"TUSCALOOSA"	"LAKEVIEW FIRE #2"			0	0	0	0	0	0						
"AL"	2004	"TUSCALOOSA"	"MCABEE CENTER #1"	7		247	347	602	170	419	589	337	240	578			
"AL"	2004	"TUSCALOOSA"	"MCABEE CENTER #2"	7		284	442	733	211	505	716	410	302	712			
"AL"	2004	"TUSCALOOSA"	"MCABEE CENTER #3"	7		180	264	444	133	303	436	253	181	435			
"AL"	2004	"TUSCALOOSA"	"MCDONALD HUGHES COMM. #1"	7		483	25	509	443	44	487	487	10	497			
"AL"	2004	"TUSCALOOSA"	"MCDONALD HUGHES COMM. #2"	7		706	34	742	639	76	716	706	19	726			
"AL"	2004	"TUSCALOOSA"	"MCDONALD HUGHES COMM. #3"	7		597	45	645	561	66	627	615	19	634			
"AL"	2004	"TUSCALOOSA"	"MCFARLAND MALL #1"	7		420	569	999	336	638	976	561	389	951			
"AL"	2004	"TUSCALOOSA"	"MCFARLAND MALL #2"	7		441	511	961	359	592	951	582	356	939			
"AL"	2004	"TUSCALOOSA"	"MCFARLAND MALL #3"	7		535	529	1070	437	605	1042	655	373	1028			
"AL"	2004	"TUSCALOOSA"	"MCFARLAND MALL #4"	7		511	504	1019	402	600	1003	632	344	977			
"AL"	2004	"TUSCALOOSA"	"MONTGOMERY VFD"	6		96	476	574	61	504	565	0	472	476			
"AL"	2004	"TUSCALOOSA"	"MOUNT OLIVE VFD"	6		151	708	868	110	744	855	0	713	715			
"AL"	2004	"TUSCALOOSA"	"NORTHPORT CENTER #1"	7		173	253	429	137	283	420	216	192	408			
"AL"	2004	"TUSCALOOSA"	"NORTHPORT CENTER #2"	7		447	699	1156	358	781	1141	599	496	1098			
"AL"	2004	"TUSCALOOSA"	"NORTHPORT CITY HALL #1"	6		189	437	631	129	492	621	0	463	469			
"AL"	2004	"TUSCALOOSA"	"NORTHPORT CITY HALL #2"	6		334	896	1247	249	981	1231	0	962	983			
"AL"	2004	"TUSCALOOSA"	"NORTHPORT CITY HALL #3"	6		259	732	999	192	799	992	0	772	781			
"AL"	2004	"TUSCALOOSA"	"OLD SAMANTHA SCHOOL"	6		116	285	401	92	303	395	0	291	295			
"AL"	2004	"TUSCALOOSA"	"PETERSON METHODIST"	7		173	354	530	138	381	521	242	265	508			
"AL"	2004	"TUSCALOOSA"	"PHELPS CENTER #1"	6		176	708	887	96	778	874	0	752	755			
"AL"	2004	"TUSCALOOSA"	"PHELPS CENTER #2"	6		215	834	1053	143	895	1038	0	881	892			
"AL"	2004	"TUSCALOOSA"	"PROVISIONAL"	6	7	19	36	55	11	41	52	0	17	17	17	15	32
"AL"	2004	"TUSCALOOSA"	"RALPH VFD"	7		116	265	384	93	285	378	191	175	366			
"AL"	2004	"TUSCALOOSA"	"ROMULUS VFD"	6		49	193	242	47	191	238	0	186	189			
"AL"	2004	"TUSCALOOSA"	"SAMANTHA VFD"	6		105	480	593	77	500	577	0	472	473			
"AL"	2004	"TUSCALOOSA"	"SHERIFFS OFFICE FIRING RANGE"	6		44	139	184	35	144	179	0	136	136			
"AL"	2004	"TUSCALOOSA"	"SKYLAND ELEMENTARY #1"	7		329	297	631	284	340	624	402	203	605			
"AL"	2004	"TUSCALOOSA"	"SKYLAND ELEMENTARY #2"	7		264	258	526	232	287	519	340	165	508			
"AL"	2004	"TUSCALOOSA"	"SKYLAND ELEMENTARY #3"	7		608	570	1187	478	682	1162	743	387	1131			
"AL"	2004	"TUSCALOOSA"	"SKYLAND OAKS RETIREMENT #1"	7		940	503	1447	782	635	1417	1052	353	1406			
"AL"	2004	"TUSCALOOSA"	"SKYLAND OAKS RETIREMENT #2"	7		399	259	659	335	308	643	468	167	636			
"AL"	2004	"TUSCALOOSA"	"SOUTHSIDE COMMUNITY #1"	7		471	92	566	429	129	558	501	55	556			
"AL"	2004	"TUSCALOOSA"	"SOUTHSIDE COMMUNITY #2"	7		277	35	314	251	55	306	280	29	309			
"AL"	2004	"TUSCALOOSA"	"SPRAYBERRY REGIONAL ED CTR #1"			0	0	0	0	0	0						
"AL"	2004	"TUSCALOOSA"	"SPRAYBERRY REGIONAL ED CTR #2"	7		510	278	793	443	330	773	564	202	766			
"AL"	2004	"TUSCALOOSA"	"STILLMAN COLLEGE #1"	7		701	52	756	627	112	739	704	36	740			
"AL"	2004	"TUSCALOOSA"	"STILLMAN COLLEGE #2"	7		820	62	885	746	116	862	838	30	868			
"AL"	2004	"TUSCALOOSA"	"STILLMAN COLLEGE #3"	7		506	34	542	459	70	529	519	17	536			
"AL"	2004	"TUSCALOOSA"	"STILLMAN COLLEGE #4"	7		320	18	339	297	39	336	322	15	337			
"AL"	2004	"TUSCALOOSA"	"TANNEHILL VALLEY BAPTIST #1"			0	0	0	0	0	0						
"AL"	2004	"TUSCALOOSA"	"TANNEHILL VALLEY BAPTIST #2"	7		125	797	926	111	809	920	227	682	909			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA ACADEMY #1"	6		212	669	883	116	751	867	0	715	718			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA ACADEMY #2"	6		304	834	1144	174	953	1128	0	896	909			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA ACADEMY #3"	6		181	515	703	107	587	697	0	560	568			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA ACADEMY #4"	6		294	697	998	183	800	985	0	748	763			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA COURTHOUSE ANNEX #1"	7		394	593	1000	283	677	961	460	475	937			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA COURTHOUSE ANNEX #2"	7		109	118	231	73	151	224	128	95	224			
"AL"	2004	"TUSCALOOSA"	"TUSCALOOSA COURTHOUSE ANNEX #3"	7		343	484	838	238	585	823	411	384	795			
"AL"	2004	"TUSCALOOSA"	"UN. PRESIDENTAL PAVILION #1"	7		13	17	31	13	17	30	16	13	29			
"AL"	2004	"TUSCALOOSA"	"UN. PRESIDENTAL PAVILION #2"	7		420	560	991	321	646	968	467	481	950			
"AL"	2004	"TUSCALOOSA"	"UN. PRESIDENTAL PAVILION #3"	7		513	709	1236	396	796	1194	581	583	1165			
"AL"	2004	"TUSCALOOSA"	"UNITY BAPTIST"	7		285	119	404	251	147	398	309	87	396			
"AL"	2004	"TUSCALOOSA"	"UNIVERSITY MALL #1"	7		198	309	511	146	353	499	265	220	485			
"AL"	2004	"TUSCALOOSA"	"UNIVERSITY MALL #2"	7		278	458	740	204	522	728	367	340	707			
"AL"	2004	"TUSCALOOSA"	"UNIVERSITY MALL #3"	7		158	277	438	118	307	426	209	210	419			
"AL"	2004	"TUSCALOOSA"	"VANCE COMMUNITY"	7		136	525	662	90	559	649	227	407	634			
"AL"	2004	"TUSCALOOSA"	"VESTAVIA HILLS ELEMENTARY #1"	6		293	1026	1331	214	1101	1319	0	1079	1096			
"AL"	2004	"TUSCALOOSA"	"VESTAVIA HILLS ELEMENTARY #2"	6		170	418	593	125	451	576	0	451	460			
"AL"	2004	"TUSCALOOSA"	"WHITSON CHURCH OF CHRIST"	6		16	34	50	14	33	47	0	35	35			
"AL"	2004	"TUSCALOOSA"	"WINDHAM SPRINGS BAPTIST"	6		28	115	145	39	104	143	0	107	108			
"AL"	2004	"TUSCALOOSA"	"YELLOW CREEK VFD"	6		82	373	455	73	377	450	0	375	377			
"AL"	2004	"WALKER"	"0101"	4		70	246	320	65	249	314	66	249	315			
"AL"	2004	"WALKER"	"0102"	4		76	224	300	62	238	300	64	239	303			
"AL"	2004	"WALKER"	"0103"	4		94	301	396	80	309	389	69	323	392			
"AL"	2004	"WALKER"	"0104"	4		83	210	293	62	234	296	64	229	293			
